"x1";"x2";"x3";"x4";"x5";"x6";"x7";"x8";"x9";"x10";"x11";"x12";"x13";"x14";"x15";"x16";"x17";"x18";"x19";"x20";"x21";"x22";"x23";"x24";"x25";"x26";"x27";"x28";"x29";"x30";"x31";"x32";"x33";"x34";"x35";"x36";"x37";"x38";"x39";"x40";"x41";"x42";"x43";"x44";"x45";"x46";"x47";"x48";"x49";"x50";"y"
-2,03;-0,61;14,25;-7,63;4,12;2,8;13,72;-2,1;14,6;1,6;-10,58;-22,6;3,88;-13,06;0,77;2,04;4,27;3,93;13,4;13,34;6,41;-2,96;-2,24;-7,71;-10,09;-9,97;9,83;-12,46;12,47;-2,12;25,16;10,02;6,03;1,08;-0,81;6,32;8,64;-12,82;-25,24;-14,41;-8,16;4,02;6,11;-0,75;-2,56;8,77;-5,44;-0,12;-0,56;10,98;2,14
13,65;-0,45;2,63;5,45;0,24;-5,96;1,78;-0,83;-13,12;1,99;-1,97;4,48;-3,06;8,68;-1,44;-3,19;0,55;8,02;-3,9;6,49;6,54;-2,87;-5,31;-6,7;7,95;-7,89;5,46;-2,67;7,6;-0,24;19,15;7,85;8,54;-0,14;-0,09;5,19;-1,59;3,11;-16,97;-8,75;-6,49;2,88;-2,9;3,4;1,13;7,85;1,84;1,75;-3,42;10,32;3,58
13,33;0,03;5,5;-1,64;0,7;-6,59;14,33;-1,31;-0,59;12,73;-14,62;-14,1;-2,1;-5,18;-5,44;-1,34;6,19;8,88;11,5;17,81;6,17;0,11;-11,9;-12,01;10,45;-12,36;3,14;-13,04;3,07;-0,66;23,41;0,83;-7,17;-5,91;0,7;6,85;-1,6;-2,6;-13,37;-7,54;7,69;1,32;6,05;0,98;-6,02;8,62;-4,95;0,87;-2,97;5,04;1,23
2,47;2,97;-1,1;5,81;-2,49;-6,45;3,41;2,1;-2,76;1,33;-1,45;-1,93;7,2;2,6;-1,25;2,64;1,25;1,83;-2,58;5;1,56;-4,27;2,18;-7,33;1,73;-10,57;8,3;7,63;2,34;-1,99;12,49;4,4;3,3;-2,42;2,15;-1,17;7,84;-2,53;-11,75;-12,83;-6,34;1,58;-10,71;0,27;0,61;8,79;11,35;-0,07;-4,37;9,46;1,24
7,43;-4,97;7,7;-0,65;1,23;0,75;20,9;2,84;2,09;4,86;-11,28;-21,07;1,85;-13,36;-0,08;-3,71;5,35;4,72;12,89;28,02;-0,1;-1,88;-24,27;-6,04;0,28;-10,3;4,19;-16,67;5,56;2,65;16,6;8,67;8,38;-1,11;2,79;4,45;3,12;-1,92;-7,14;-6,46;-3,04;-6,55;5,68;2,36;0,05;7,21;-5,39;-2,15;-1,6;3,86;1,76
11,39;6,78;-3,64;0,84;0,57;1,05;13,6;5,93;4,13;3,9;-11,99;-10,67;-2,36;-12,93;-0,47;0,58;-0,53;8,1;12,78;17,45;-2,17;4,34;-14,37;1,61;9,75;-2,68;0,11;-15,55;-6,46;-1,09;-11,91;6,48;3,53;3,1;0,39;-3,14;-0,73;-3,27;6,38;-6,99;-1,82;1,07;-0,3;-5,09;0,75;2,45;7,17;2,28;1,47;1,18;1,37
3,01;-1,4;1,24;-6,66;5,74;1,93;11,29;3,5;8,31;-0,36;-8,22;-4,9;1,56;-6,73;-1,17;-3,94;-0,65;5,4;12,35;13,58;0,48;2,39;-3,48;-6,03;-1,92;0,06;2,32;-2,98;0,89;3,03;1,52;11,01;10,34;1,55;0,45;-0,23;4,01;-1,68;-3,7;-5,93;-3,27;-3,56;-2,47;0,87;0,52;2,58;3,77;0,38;-1,36;2,39;3,18
6,25;4,42;-6,52;-1,64;-0,61;-5,99;4,69;-2,89;6,99;3,67;-12,61;-1,23;3,14;3,87;0,75;3,85;3,44;5,68;3,39;7,26;6,32;3,98;7,79;0,86;3,72;-3,97;-3,89;-0,94;-10,28;0,76;-13,71;0,07;-3,65;2,66;-5,76;-3,92;4,75;-8,68;11,43;-12,53;-2,28;8,9;6,01;-1,14;-5,58;6,76;-6,95;4,44;0;-5,55;0,02
4,7;3,14;5,22;-4,73;11,04;-7,59;9,36;-3,34;7,72;8,09;1,81;-11,47;-0,5;-11,02;-0,17;-6,84;6,22;4,42;7,14;2,65;7,43;2,8;-6,76;-6,02;4,7;-9,35;5,53;-4,78;3,66;1,81;7,24;-1,52;0,81;0,14;-0,7;6,55;-3,46;0,67;-10,15;-4,91;-1,64;2,08;2,84;6,5;-3,32;10,66;2,45;4,76;-0,44;6,43;3,48
7,31;1,12;5,79;-7,38;1,86;-2,82;17;2,67;-3,67;0,45;-8,19;-14,45;-4,87;-8,67;0,85;-10,74;1,86;7,88;13,91;17,86;6,55;-0,52;-15,29;-5,01;6,06;-5,62;-0,24;-15,73;5,07;7,5;17,66;6,72;8,12;1,22;1,21;5,98;0,7;2,67;-12,5;-2,46;-1,14;-5,02;7,35;5,38;-0,24;6,65;-5,19;1,67;-2,43;7,48;3,27
3,86;4,05;2,99;1,04;-4,94;0,88;7,78;-0,04;1,28;6,84;-7,51;-1,01;3,24;-0,19;-4,91;-3,05;3,49;3,36;12,25;12;8,04;0,72;-6,41;-7,13;-2,73;-7,83;2,89;-4,65;3,41;3,04;11,53;-2,34;-6,08;-2,98;2,75;4,25;6,99;0,91;-13,36;-0,55;5,22;-0,63;4,04;4,87;2;8,7;-7,31;5,15;-3,42;4,51;3,91
3,73;4,39;3,29;-4,99;-3,34;-1,56;13,92;8,51;7,65;0,63;-15,65;-12,53;7,35;-3,37;-2,65;2,69;-1,45;9,09;13,18;16,61;-0,75;0,55;3,31;-4,62;-4,21;0,7;7;-5,82;3,71;-3,23;11,38;4,34;4,88;-3,31;10,4;3,87;12,87;-14,22;-3,7;-0,02;1,38;-6,71;6,81;-5,3;11,08;1,72;-3,56;1,05;0,58;-0,22;5,61
-0,37;7,93;-1,08;-1,68;-2,72;1,22;12,51;-0,72;5,77;4,54;-11,82;-17,23;7,18;-7,38;0,15;-6,1;0,69;-0,03;5,98;16,74;6,14;-4,33;-2,55;-4,01;-3;-0,27;5,14;-7,34;5,38;0,13;21,12;0,47;2,81;-6,28;4,36;5,51;7,54;-9,53;-19,51;3,65;3,65;-5,15;-7,26;8,01;2,95;4,73;6,06;-1,13;-2,1;10,53;2,84
10,26;2,1;3,02;-6,22;-11,05;5,59;26,91;-8,7;15,48;9,07;-26,77;-27,42;3,37;-6,33;0,9;-2,36;6,79;6,8;19,16;32,1;4,62;4,75;-8,94;-2,14;-13,99;-3,72;-1,81;-29,2;-2,79;-1,47;5,94;0,03;-1,08;0,58;-2,17;5,28;21,72;-16,6;4,64;-4,22;2,55;4,25;18,83;1,64;-3,24;4,39;-15,38;2,91;1,69;-1,12;2,13
8,94;-1,03;1,08;2,91;2,11;-9,27;10,48;1,07;-3,97;6,61;-10,44;-11,82;-3,58;-6,55;-0,54;-8,51;4,66;3,98;6,9;12,97;10,77;-3,5;-15,87;-9,87;20,08;-4,43;0,72;-9,56;3,92;3,37;23,26;-2,02;-6,77;-0,63;1,92;7,99;-5,43;3,01;-13,12;0,77;4,26;-2,44;2,71;5;-0,94;6,55;0,54;5,62;-2,1;4,99;1,97
6,69;8,61;-4,49;-2,45;2,1;-6,72;8,39;-4;3,51;9,27;-5,15;-3,45;2,28;0,71;-7,26;7,56;4,38;6,17;5,25;7,57;7,08;-0,34;-0,23;-6,46;2,11;-17,23;2,83;-2,58;3,22;2,15;12,45;11,41;-2,69;-1,59;1,55;-0,11;3,63;-2,47;-16,05;-8,78;4,39;2,47;-6,41;-2,78;-4,07;7,26;8,28;-3,93;-2,62;9,69;2,18
5,41;1,98;-1,02;0,02;-0,46;-1,37;6,99;-8,86;-6,8;16,11;-0,2;5,21;4,25;4,46;-3,68;1,33;5,41;6,6;4,26;10,28;5,27;-1,57;-7,81;-3,18;-2,95;-16,78;-0,28;2,35;1,89;-1,68;10,54;2,39;-0,34;-2,64;4,7;1,07;4,12;1,42;-9,67;-5,47;-3,24;4,62;-1,83;4,21;-2,61;14,47;2,48;2,1;-2,69;6,33;4,03
1,65;0,43;-3,05;-9,24;3,6;2,3;12,47;-4,59;13,54;7,39;-11,75;-12,39;-1,54;-10,21;0,26;0,73;4,47;3,89;15,08;11,43;-7;2,37;-0,43;-0,79;-0,85;-8,98;-0,13;-11,42;-10,42;-7,57;-5,97;4,05;0,11;-5,12;3,58;-3,83;3,81;-5,98;20,82;-2,95;0,05;2,67;8,94;4,4;-1,66;7,97;-5,83;-3,48;-1,73;-7,7;-0,83
1,47;1,57;3,35;-14,26;1,66;0,9;17,98;-4,65;19,61;13,62;-15,49;-15,5;9,37;-11,34;-2,19;-4,76;9,69;8,8;23,71;15,46;5,49;-0,09;1,67;-3,83;-9,56;-11,44;-2,89;-5,92;5,85;-1,83;18,15;-2,37;-12,02;-2,06;-3,72;8,14;11,98;-12,37;-9,36;-8,45;2,08;2,26;9,24;2,54;-12,06;9,25;-7,37;5,32;-1,77;3,07;2,54
11,41;-2,04;2,06;-4,89;-0,73;1,72;13,55;-6,12;4,43;5,3;-8,1;-2,56;-3,45;-3,24;4,17;-7,67;4,84;8,97;15,07;12,62;0,12;1,21;-11,98;-5,86;-1,91;-5,35;0,82;-13,68;-0,85;0,44;6,59;-1,8;0,29;-1,23;-0,95;5,23;2,85;0,75;0,51;-2,45;-0,23;3,9;5,86;9,88;-0,18;11,62;-6,3;4,6;-1,02;-3,35;2,88
3,09;2,58;-1,92;-5,1;5,72;-4,72;18,2;-3,9;10,68;9,91;-5,55;-27,08;-1,23;-8,77;-0,99;5,1;4,36;-0,25;6,46;14,9;-0,08;2,62;-10,31;-2,25;2,12;-11,43;-1,08;-17,64;0,95;-6,43;3,72;6,05;0,7;-0,54;-0,36;2,04;3,85;-5,25;-2,22;-12,83;-4,57;9,25;2,84;-3,12;-5,17;8,93;-2,17;1,75;-1,14;1,64;-0,86
-1,71;4,75;-1,82;3,71;9,57;-2,17;7,08;-1,54;1,21;5,81;6,97;-10,74;-3,47;-13,41;-5,23;3,51;5,58;-3,44;-6,94;2,29;-2,63;2,2;-9,01;-7,13;12,28;-11,67;4,2;-4;0,42;5,22;0,76;9,41;2,24;0,67;-1,37;-0,04;-11,19;0,65;-1,98;-9,32;3,19;-0,36;-6,77;0,27;-3,18;6,7;8,73;-2,22;-0,81;4,22;-1,04
12,38;2,38;2,89;1,27;-4,43;-3,59;14,65;-3,1;1,34;4,82;-16,93;-13,63;-4,29;-0,19;-1,36;-2,45;7,73;7,1;10,14;18,52;7,36;-3,06;-8;-8,58;7,29;-14,28;5,27;-13,59;2,35;-2,52;16,01;7,17;9,04;-1,14;-1,85;4,94;6,43;-5,36;-13,63;-18,14;-8,7;7,76;-2,58;1,08;-3,43;12,91;4,43;4,13;-1,67;7,5;1,97
3,62;4,41;1,32;-0,94;-0,21;-2,31;11,98;-8,7;4,36;7,55;-7,98;-15,51;1,67;-4,57;0,29;-5,41;5,84;2,17;3,12;10,33;4,32;0,41;-3,34;-1,22;1,48;-6,85;0,34;-8,92;3,49;3,23;13,12;-5,35;-1,51;-3,21;-1,23;4,45;5,82;-6,81;-12,02;-1;-0,36;2,03;1,88;9,87;-4,08;10,42;-1,06;3,44;-1,29;6,65;1,45
4,24;7,05;-3,66;-3,63;-1,72;-3,82;10,7;0,5;13,21;8,25;-14,18;-9,77;3,88;-1,81;-4,83;-1,33;0,62;8,31;10,09;11,59;4,62;3,12;6,4;1,18;-4,11;-9,12;-0,86;-7,58;-0,65;3,58;1,64;4,63;2,97;-0,97;1,23;3,69;11,17;-13,74;-1,64;-7,11;-0,56;0,18;3,96;2,12;-2,74;6,92;-3,49;0,14;-3,42;-0,67;2,23
5,25;1,26;1,06;-5,84;3,6;4,62;12,46;9,55;0,69;-6,51;-3,43;-9,22;-1,72;-3,44;1,35;-7,72;-4,35;2,23;7,86;12,12;7,09;2,19;-11,16;-9,39;-6,76;3,68;2,46;-13,45;6,41;4,72;14,32;5,91;10,75;-0,55;6,33;3,12;-0,3;4,28;-11,97;2,42;-1,01;-11,5;3,69;0,44;9,96;-0,86;-4,92;0,61;-1,51;4,79;2,32
-1,95;3,82;5,73;-3,28;5,92;-5,88;11,84;2,65;7,71;2,39;1,45;-19,99;-1,69;-13,51;-3,39;2,31;2,81;-4,71;2,93;6,23;17,32;-2,57;-8,61;-7,97;4,26;-2,03;-0,57;-11,71;7,53;4,24;32,63;0,21;1,83;-0,61;1,57;11,79;1,03;2,54;-24,59;-8,4;4,04;-0,42;11,47;-4,21;-2;5,49;-9,25;4,11;1,78;8,78;2,92
9,23;1,47;1,47;-10,11;0,02;1,89;19;-11,58;10,94;12,38;-14,71;-12,37;-4,34;-8,7;2,42;-0,13;8,3;8;20,67;20,83;7,9;-3,06;-10,13;-3,95;2,21;-6,74;5,33;-17,74;7,62;-3,82;22,02;-12,38;-9,56;-2,4;1,23;7,53;4,95;-2,01;-19,28;-0,91;1,3;8,54;-2,76;3,92;-4,57;11,05;4,01;7,01;1,85;9,06;3,85
1,55;2,63;1,28;-3,74;0,04;-6,12;10,65;-7,04;7,87;2,63;-5,46;-14,37;7,33;-3,68;0,82;-7,44;9,71;2,16;5,81;6,98;-0,73;4,24;0,29;-8,1;-4,31;-7,06;3,33;-7,81;2,08;3,77;4,61;0,26;0,88;0,45;-4,01;2,02;7,53;-6,23;-0,61;-3,5;0,4;0,57;1,65;7,76;-1,54;10,3;1,02;5,72;0,58;1,71;2,19
-1,22;3,65;-5,66;-12,41;2,52;0,83;14,06;1,17;9,89;2,19;-12,56;-18,67;9,21;-4,82;-0,74;-2,78;-1,72;2,92;12,86;18,78;-0,52;5,77;-1,72;-1,15;-14,09;-3,53;-2,34;-11,16;-6,78;4,66;-10,59;5,53;2,7;0,48;1,93;-2,61;11,27;-8,34;11,24;-1,21;1,56;-3,51;0,65;1,37;2,02;2,68;0,56;-0,09;-2,61;-0,32;-0,11
5,36;3,69;2,13;-2,56;4,94;-2,57;6,54;6,49;0,79;2,66;-4,29;-10,54;-0,13;-5,97;-3,31;1,38;1,4;1,29;2,96;9,1;7,89;1,76;-7;-6,03;1,41;0,75;1,6;-9,54;4,59;-1,22;14,84;11,05;2,4;-0,18;4,64;7,32;-1,1;3,57;-11,29;-3,79;6,35;-8,62;4,39;-11,07;3,75;-3,05;-3,07;0,25;2,41;4,38;2,7
6,14;4,2;-7,65;-9,44;-0,5;3,42;25,06;1,56;8,96;7,12;-21,35;-23,45;2,08;-13,43;0,77;1,4;3,16;6,27;23,26;30,62;5,4;4,96;-20,65;-1,84;-5,41;-7,57;-4,56;-22,08;-10,01;-2,94;-9,96;6,29;3,45;-1,63;4,37;-2,59;8,69;-5,75;11,44;-7,63;-2,41;-1,65;1,76;-2,47;-2,1;5,68;-1,77;-2,43;0,43;-3,13;-1,04
9,43;0,24;4,1;-6,92;1,31;5,74;23,38;1,84;1,61;9,88;-16,59;-22,13;-1,78;-10,51;-0,6;-10,82;3,52;7,69;17,37;27,35;8,49;-1,36;-21,48;-8,73;-6,45;1,47;7,12;-23,18;3,94;4,59;15,46;-6,97;-5,14;-2,9;2,17;3,09;3,81;-1,21;-14,73;4,82;4,2;-9,85;0,83;6,31;-2,62;4,22;-2,52;4,6;-1,05;7,94;1,68
8,99;1,32;3,16;-3,34;-2,61;1,69;22,97;-4,48;12,32;0,22;-21,27;-19,68;-2,91;-9,8;5,13;1,27;5,04;4,64;17,07;23,47;9,11;-3,98;-10,23;-8,33;1,77;-1,95;6,48;-19,99;8,62;-0,98;23,15;1,34;1,03;2,34;0,73;5,84;6,67;-8,94;-23,34;-1,99;-5,01;0,75;-4,77;1,5;1,99;6,12;1,7;1,88;2,1;10,88;2,66
8,45;10,96;-2,85;9,25;-2,53;-4,5;14,15;9,29;-6,08;-5,16;-7,91;-22,71;-0,78;-8,91;-1,25;1,56;-0,38;1,56;1,58;21,27;3,53;3,66;-22,01;-1,77;10,03;-2,63;0,64;-15,29;-4,54;-3,39;-2,53;14,55;14,46;-1,87;4,76;-1,64;3,67;-0,76;-4,65;-10,61;-6,96;-5,47;-0,14;-5,99;7,78;2,95;0,96;0,07;-1,06;3,99;-0,32
1,08;-2,67;5,88;6,46;4,6;-7,78;-0,37;-0,45;-7,61;0,16;5,88;-2,46;2,25;4,64;-1,18;0,22;6,52;0,09;-10,08;-1,34;7,01;-3,94;0,66;-13,31;1,57;-2,8;3,78;4,01;2,16;2,69;27,03;1,23;0,1;-0,06;2,78;5,62;-0,75;-1,93;-10,28;0,12;0,33;-4,12;8,8;2,01;0,59;6,17;-8,34;2,21;-0,08;3,44;2,83
6,37;1,51;0,11;-15,4;2,22;0,3;21,12;3,22;12,76;11,68;-17,12;-13,44;5,42;-3,65;-4,25;8,43;4,88;12,18;20,58;22,17;0,9;-0,11;-4,09;-4,48;-12,26;-9,53;1,96;-12,54;1,65;-3,08;8,79;12,94;2,72;6,15;-4,35;2,79;12,7;-9,25;-5,59;-24,01;-2,53;8,74;-1,56;-13,78;-7,79;4,76;4,47;3,11;3,25;5,66;3,2
10,42;2,51;5,66;0,61;1,61;-0,63;1,37;0,95;-18,35;10,69;-1,01;9,22;-10,9;5,36;-0,07;-9,48;-0,66;4,65;0,16;6,13;7,35;1,43;-10,75;-5,76;12,23;-3,57;-2,47;-3,27;1,6;3,65;17,52;0,27;4,08;-1,96;4,14;4,71;-8,16;18;-8,61;2,63;5,36;-2,81;14,98;7,51;2,59;5,5;-13,71;0,98;-1,22;2,7;4,51
-4,82;3,52;-1,33;-1,75;4,77;-1,55;7,08;-0,01;11,31;9,01;-3,51;-10,55;10,98;-11,73;-2,1;-7,02;7,7;1,72;7,94;4,31;2,31;2,72;0,55;-0,02;-3;-3,43;0,84;2,29;2,59;3,82;0,97;0,26;-5,72;3,12;-0,6;4,87;3,45;-6,82;-1,73;-4,02;1,99;-0,75;1,58;3,1;-7,14;8,43;2,12;8,08;-1,13;2,54;2,87
9,35;5,02;0,27;0,89;-2,61;-8,27;7,28;0,43;-4,18;3,6;-4,71;-4,99;-2;0,68;1,35;-6,06;1,68;6;3,58;7,81;5,03;4,69;-2,25;1,03;9,02;-5,67;-2,32;-5,07;0,93;4,08;0,02;4,8;1,11;1,45;-1,16;3,45;2,49;0,09;-1,77;-7,17;-2,26;0,84;6,26;4,68;-4,67;6,14;-1,94;1,41;-2,8;3,66;2,71
10,28;2,22;-1,75;-7,05;-2,99;1,32;14,02;0,48;6,73;8,56;-18,27;-12,58;-1,69;0,07;-1,94;-7,12;6,37;8,83;12,97;19,85;3,4;3,47;-4,86;5,1;-3,63;-3,97;-2,62;-18,45;-0,47;2,4;-3,25;-5,2;-8,66;-4,18;3,25;1,43;8,48;-7,9;1,12;5,41;9,13;-4,48;5,08;6,28;-1,64;5,03;-5,46;2,49;-1,8;1,62;1,97
3,51;3,96;1,94;1,74;3,9;-0,4;15,18;0,16;6,25;-0,37;-6,27;-25,29;0,85;-17,78;-2,4;-1,12;0,24;0,48;6,68;16,12;10,07;3,29;-15,01;-7,64;5,8;-9,52;0,69;-13,62;9,07;6,54;23,92;11,86;2,73;-1,46;2,18;11,92;-1,66;-3,83;-15,34;-4,97;1,56;-5,22;10,76;-2,75;-0,35;3,36;-11,5;-1,44;-4,05;3,65;1,02
14,73;0,75;-1,54;-5,57;1,27;1,17;21,45;0,62;2,64;11,73;-15,63;-12,42;-5,74;-2,09;-6,15;3,29;4,14;11,18;13,64;21,05;7,04;-2,93;-10,94;-9,66;-1,93;-16,99;3,95;-18,56;1,03;-2,97;14,83;12,37;2,7;-1,93;1,28;6,25;7,34;-2,57;-7,34;-15,68;0,95;5,09;-4,58;-6,95;-2,9;7,54;5,87;0,64;-2,54;1,5;2,27
9,52;3,89;-0,92;-3,05;-1,04;-1,11;19,98;-0,5;6,3;1,61;-16,81;-14,62;-2,86;-6,21;-2,83;-1,9;6,9;5,92;15,5;19,44;-7,59;2,57;-11,81;0,65;1,98;-10,81;3,33;-17,82;-2,95;4,89;-5,66;3,59;-6,01;-1,04;1,24;-1,38;3,87;-4,31;5,17;-4,36;2,21;-2,84;-2,3;-0,41;-1,13;8,44;3,92;4,76;-2,42;-0,22;0,2
1,74;-3,18;-0,37;13,89;-2,62;-6,48;2,59;4,8;-6;4,02;4,16;-4,58;6,93;-3,14;-5,04;-8,83;0,77;-0,79;-7,8;3,77;2,26;7,64;-6,36;1,5;10,52;-6,54;-4,36;6,09;0,16;8,38;-8,2;6,3;2,01;-0,71;0,66;1,99;2,69;-0,98;3,42;-5,92;4,22;-5,74;8,55;3,13;-3,82;5,93;-10,46;2,68;-3,02;-1,17;0,66
8,63;4,91;0,12;0,69;-0,29;-5,25;13,62;-5,52;0,28;13,91;-3,94;-7,84;-3,87;-5,15;-3,24;-3,86;9,28;2,99;5,97;11,99;2,45;3,22;-11,81;2,19;8,75;-17,18;-0,21;-10,68;1,01;1,76;2,02;1,72;-6,31;-3,11;-2,89;2,74;0,41;3,49;-4,63;-10,85;4,1;3,97;3,18;4,94;-9,99;12,65;0,18;2,23;-2,72;4,61;1,27
6,35;1,07;2,63;-6,04;-3,19;3,04;22,39;0,58;14,36;6,96;-21,57;-23,56;5,4;-11,98;-3,54;0;2,84;5,3;21,6;26,38;5,89;-2,17;-11,4;-15,97;-4,45;-10,56;8,99;-17,76;10,53;0,61;24,71;13,24;8,78;1,58;-1,38;7,94;11,52;-10,95;-18,87;-15,36;-5,36;2,27;-4,71;-2,45;-6,02;6,32;6,5;0,1;-1,25;7,65;2,31
-0,77;1,74;6,75;-3,76;-4,24;0,16;14,6;-3,41;8,6;6,48;-14,38;-6,62;0,96;-6,35;-2,03;-8,04;1,54;1,79;15,74;14,05;4,2;2,78;1,15;-4,62;3,24;-5,78;-4,47;-4,95;1,83;11,34;13,78;-0,47;-1,88;0,06;1,22;7,73;6,99;-2,21;-3,13;4,64;7,53;-1,5;15,69;11,16;-1,33;7,11;-10,71;1,02;-3,36;0,26;5,24
1,92;-5,87;8,3;1,23;1,63;-3,89;18;-5,32;0,42;12,24;-5,52;-16,16;-0,9;-9,03;-2,86;2,78;10,6;-1,5;6,51;15,12;4,16;-2,31;-10,43;-12,33;2,81;-15,52;6,24;-10,57;5,72;-6,43;18,5;3,87;-3,87;-1,14;-1,02;9,82;3,71;2,6;-15,96;-15,36;-2,99;4,26;-3,04;-5,81;-6,22;10,96;2,64;5,81;1,09;6,09;0,3
13,38;1;-0,36;-4,23;-1,71;-2,28;18,97;-5,09;4,64;1,45;-16,51;-16,28;-7,09;-6,63;2,77;-6,79;5,47;10,16;18,57;21,65;6,51;2,37;-14,72;-5,16;8,3;-4,2;-1,82;-20,85;0,74;4,33;12,3;-4,78;-1,71;-2,34;-1,7;2,42;4,79;-1,79;-3,44;-0,8;-0,91;1,18;9,21;11,67;-4,16;10,94;-7,19;2,75;-3,09;3,44;2,37
15,01;4,9;-5,38;-8,18;-2,51;5,99;24,3;-4,74;8,32;6,86;-31,58;-27,28;0,23;-9,7;2,44;0,8;4,61;10,64;21,58;33,89;-5,42;6,69;-16,74;0,28;-5,51;-5,41;1,57;-29,64;0,31;-3,49;-11,7;2,27;1,77;0,75;-2,77;-4,18;6,11;-13,68;5,02;-8,72;-0,58;9,94;-4,79;2,09;-2,77;8,26;11;2,98;0,58;4,24;0,58
1,96;1,54;2,18;5,42;0,41;-7,83;0,73;-1,57;-3,83;5,05;2,47;-0,74;7,03;5,68;0,76;-0,54;4,94;0,97;-7,47;1,41;1,28;2,31;0,89;1,45;-0,26;-9,8;-0,27;5,75;0,66;-1,52;2,8;5,15;2,7;2,48;-7,45;1,14;3,63;-2,91;-0,72;-19,64;-6,27;13,04;9,37;3,94;-9,05;11,2;-7,32;1,98;-1,27;0,3;1,51
-2,63;3,03;-1,01;3,9;2,31;-6,1;11,32;5,78;3,57;1,39;-7,03;-7,38;6,17;-7,63;-1,62;-0,24;0,54;0,02;2,59;11,85;4,72;7,82;-3,76;-0,79;3,75;-0,13;-1,44;1,65;2,71;5,58;-1,55;7,27;4,83;1,4;3,58;3,39;1,92;-7,25;-3,88;-3,81;0,33;-6,54;6,31;-1,41;0,99;1,82;-5,72;-0,67;0,27;1,96;2,88
2,07;-0,81;5,81;0,21;2,16;-1,3;17,53;1,57;15,34;8,05;-11,52;-20,78;2,97;-17,97;0,88;-1,57;-1,77;0,92;8,88;16,7;3,46;0,77;-5,39;-8,99;6,17;-3,32;1,38;-7,93;6;-0,92;18,44;9,38;10,65;2,55;0,42;8,46;4,56;-11,91;-9,06;-8,17;-1,83;4,84;6,61;-2,23;-0,57;2,45;-5,94;-0,61;0,76;3,52;3,34
8,01;0,75;0,94;-8,83;0,49;7,7;20,83;2,94;5,04;3,53;-18,03;-18,13;0,83;-8,79;-5,64;-5,38;-1,38;5,93;19,41;29;9,33;-2,21;-13,79;-4,62;-8,18;-9,41;-3,88;-20,2;-1,72;5,93;14;9,62;3,91;-0,71;2,95;6,14;7,72;-2,66;-7,42;-2,93;0,64;-3,59;3,66;-0,04;3,29;4,21;-1,52;2,47;-5,67;3,99;1,39
6,89;3,34;3,6;3,87;-7,25;-7,15;13,48;0,38;-1,31;3,3;-17,44;-9,25;6,02;1,59;-0,54;0,04;6,25;3,4;8,73;19,28;9,06;-1,11;-3,3;-4,7;6,08;-6,82;1,44;0,4;0,81;-3,26;16,03;-0,05;0,92;-1,08;-1,29;2,68;9,55;-6,14;-11,44;-15,26;-7,87;3,82;6,95;-1,61;-2,46;11,29;-2,04;7,83;-1;7,46;3,42
-2,79;4,86;2,42;4,18;2,53;-2,74;10,55;1,31;-2,71;-1,17;-3,92;-13,65;9,75;-9,22;-2,19;-2,53;-1,29;-2,01;0,41;13,59;-4,18;4,8;-9,11;-0,81;2,07;-3,08;2,05;4,32;0,52;1,56;2,05;10,42;5,41;-0,73;3,59;0,38;2,19;-1,72;4,02;1,11;0,09;-6,64;13,27;-0,76;4,74;-0,28;-9,67;-1,79;-2,3;-2,05;1,75
13,71;3,36;4,23;2,8;-3,27;-9,08;15,08;2,02;-11,01;0,96;-9,61;-9,57;-3,26;3,66;1,16;0,79;1,91;11,43;9,2;16,83;4,71;3,47;-18,3;-6,36;5,88;-6,2;-0,6;-14,35;1,59;1,27;19,18;9,49;9,92;3,92;-3,77;5,13;3,92;1,94;-7,03;-14,87;-5,42;5,17;19,65;1,53;-2,07;7,13;-16,6;-0,48;-0,22;0,71;3,47
6,21;1,38;0,83;-0,77;-3,2;-0,43;15,14;-2,79;2,81;12,45;-12,08;-13,68;1,76;-8,11;0,29;-2,15;6,04;4,41;11,81;19,7;6,73;-0,37;-8,62;-3,08;3,58;-5,14;-5,12;-10,99;-4,56;-0,74;10,2;-7,14;-13,16;1,16;-5,63;2,3;6,01;-3,2;-1,44;-8,66;3,62;9,71;9,88;4,44;-10,66;8,49;-10,15;6,82;-1,58;-0,04;0,73
7,7;0,12;1,17;-17,71;3,41;5,4;19,97;-5,82;10,48;4,32;-25,17;-23,05;-1,44;-7,37;-1,62;-0,73;12,4;9,21;20,46;27,4;-0,38;-0,52;-5,51;-5,27;-10,99;-10,48;3,67;-26,32;4,16;-1,02;7,27;1,82;-4,64;-1,18;0,44;2,05;5,22;-10,78;-8,74;-8,32;-4,87;1,64;-5,9;2,32;-2,74;14,38;5,86;8,47;-1,9;7,69;-0,32
14,4;5,05;-0,41;-0,24;1,44;-2,81;11,04;0,73;-8,81;0,18;-10,31;-9,86;-5,54;2,36;1,6;-5,1;2,29;7,2;3,35;17,37;10,82;-0,48;-14,23;-1,33;4,09;-3,54;-3,97;-13,43;-2,02;0,47;17,26;4,02;5,02;-0,66;0,88;6,34;-0,85;2,41;-6,98;-2,84;-4,26;-1,7;12,2;8,77;0,45;7,93;-11,23;0,05;-3,1;2,77;2,66
